1000, 900,cnvW1A1,/home/biruk/dart/dart_paper_expt/DART_paper_2020,system_hw_task_0_0_0
800, 1000,lfcW1A1,/home/biruk/dart/dart_paper_expt/DART_paper_2020,system_hw_task_0_0_0
